shortcode,handle,views,views_text,topics,caption,url,source,topic_index,topic_pct,n_topics,topic_groups,primary_group,posted_at_utc,post_year,age_days,post_hour_utc,post_weekday,meta_status,visual_status,media_type,followers_text,followers_at_fetch,posts_at_fetch,likes,comments,caption_len,caption_hashtags,caption_has_question,caption_emojis,caption_mentions,caption_link_hint,caption_comment_cta,caption_full,coder,source_file,room_primary,building_type,landscape,style_primary,style_secondary,palette_temp,brightness,lighting,view_through_window,people_present,cover_text,realism,production,production_evidence,shoppability,visual_quality,notable,caption_hook_category,caption_first_line,cta_type,location_claimed,price_claimed,ai_disclosed,account_kind_hint,language,rooms_visible,dominant_colors,materials,ambience_fx,cover_hooks,followers,followers_source,vpf,tier,likes_per_view,comments_per_view,comments_per_like,views_per_day,adj_resid,adj_factor,location,location_from_topic,location_any,status_views,status_followers,status_codes,caption_len_bucket,hashtag_bucket,follower_bucket,acct_pct,acct_rel,class
C4BB-H_yXuj,arteo_luxury,2500000.0,2.5M,luxury-bathroom-design;luxury-bathroom-interior-design-inspiration,"A touch of pure luxury In the opulence of black and ivory hues, this luxury bathroom transcends mere",https://www.instagram.com/reel/C4BB-H_yXuj/,https://www.instagram.com/popular/luxury-bathroom-interior-design-inspiration/,8.474576271186441,0.9166666666666666,2,luxury_room,luxury_room,2024-03-02T15:00:00.600000+00:00,2024,936,15,Sat,ok,ok,reel,871K followers,871000.0,1041.0,57342.0,320.0,556,11,True,0,0,False,False,"A touch of pure luxury  In the opulence of black and ivory hues, this luxury bathroom transcends mere aesthetics—it becomes a sanctuary where form meets function. Amidst the exquisite design, it cradles me after a strenuous day, a haven where the echoes of hard work dissolve into the soothing symphony of water, serenity found in the embrace of stunning simplicity.  Want a sanctuary for yourself?  #luxuryinteriordesign #luxuryinteriors #luxury #luxurybathroom #bathrooms #bathroomdecor #bathroomdesign #decor #luxurylifestyle #luxurybathroom #luxuryhome",cover-v2-embed,cover_r08_100.json,bathroom,none_visible,none,dark_luxury,modern_luxury,warm,dark,night_artificial,False,False,,aspirational_realistic,ai_generated,"Midjourney-style glossy marble veining, ornate mirror frame with soft warped detail, no real-camera noise",medium,high,Moody black-and-gold marble bathroom with vessel sink and brass fittings; rich contrast but static composition.,aspirational,A touch of pure luxury,question_engagement,,,False,designer_studio,en,bathroom,black;gold;beige;white,marble;glass;metal;fabric;plants,none,none,871000.0,embed_reel,2.8702640642939152,3_VERY_GOOD,0.0229368,0.000128,0.0055805517770569565,2670.940170940171,-0.1917315584997918,0.6430850914319356,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),401-1000,11-20,500k-1M,0.8,3.1328320802005014,middle
DcRC92XMXh5,aiforarchitects,2400000.0,2.4M,jamesedition-luxury-homes,"We kept the architecture heavy, the interiors dark, and the openings enormous. 🌲 Stone, smoked timber and deep tones frame the Tenness",https://www.instagram.com/reel/DcRC92XMXh5/,https://www.instagram.com/popular/jamesedition-luxury-homes/,15.789473684210526,0.9166666666666666,1,luxury_home,luxury_home,2026-08-20T15:06:44.871000+00:00,2026,35,15,Thu,ok,ok,reel,1M followers,1000000.0,513.0,155347.0,720.0,388,0,False,2,1,False,False,"We kept the architecture heavy, the interiors dark, and the openings enormous. 🌲  Stone, smoked timber and deep tones frame the Tennessee landscape rather than competing with it. The house changes completely depending on where you stand inside it.  Tennessee, USA  Designed by @aiforarchitects  📩 For private commissions and inquiries: www.aiforarchitects.co | WhatsApp: +1 (656) 200-3368",cover-v2-embed,cover_r10_113.json,exterior_facade,mansion,mountain,traditional_regional,rustic_cozy,warm,medium,golden_hour,False,False,,aspirational_realistic,ai_generated,AI design account (aiforarchitects); overly perfect landscaping and uniform render-like detail in aerial,low,high,Aerial golden-hour reveal of a huge stone-and-slate mountain estate with infinity pool and tennis court set in forested ridges.,descriptive,"We kept the architecture heavy, the interiors dark, and the openings enormous. 🌲",dm,"Tennessee, USA",,True,ai_creator,en,exterior_facade;pool;garden_landscape,green;grey;brown;orange,natural_stone;wood;glass;water;plants,none,exterior_reveal;dramatic_scale;pool,1000000.0,embed_reel,2.4,3_VERY_GOOD,0.06472791666666666,0.0003,0.004634785351503409,68571.42857142857,0.9563461181004256,9.04369939025945,USA other,,USA other,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),151-400,0,500k-1M,0.7142857142857143,1.2,middle
DHMBPpcpswh,siyad_abdali,2300000.0,2.3M,dream-home,Do you like this kind of home? Share it with someone you want to live with,https://www.instagram.com/reel/DHMBPpcpswh/,https://www.instagram.com/popular/dream-home/,1.0,0.5416666666666666,1,luxury_home,luxury_home,2025-03-14T17:16:13.330000+00:00,2025,559,17,Fri,ok,ok,reel,4M followers,4000000.0,2110.0,190731.0,757.0,74,0,True,0,0,False,False,Do you like this kind of home? Share it with someone you want to live with,cover-v2-embed,cover_p1a_002.json,living_room,house,forest,biophilic,dark_luxury,warm,dark,mixed,True,False,,stylized_dreamy,ai_generated,"typical AI-image look: painterly/noisy foliage texture behind glass, idealized glowing pendants, cartoon on TV, overly glossy floor; no AI mention in caption",medium,high,"Moody double-height living room with glass walls onto dense forest, vine-draped skylight, glowing globe pendants and stone fireplace - cozy-dark forest fantasy.",question,Do you like this kind of home? Share it with someone you want to live with,save_share,,,False,theme_page,en,living_room;stairs_hall,green;brown;black;orange,wood;natural_stone;glass;fabric;leather;plants;fire;metal,fireplace,view_reveal;dramatic_scale,4000000.0,embed_reel,0.575,2_GOOD,0.08292652173913044,0.0003291304347826087,0.0039689405497795325,4114.490161001789,-0.38365394418016985,0.41337675889061914,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),51-150,0,1M+,0.3333333333333333,0.5054945054945055,bottom50
DS5GYPmAESA,facade_designn,2100000.0,2.1M,futuristic-architecture,✨A futuristic skyscraper inspired by the power of a serpent… 😍Where architecture meets,https://www.instagram.com/reel/DS5GYPmAESA/,https://www.instagram.com/popular/futuristic-architecture/,12.76595744680851,1.0,1,future_arch,future_arch,2025-12-30T15:12:14.757000+00:00,2025,268,15,Tue,ok,ok,reel,47K followers,47000.0,237.0,57868.0,509.0,336,5,False,3,0,False,False,"✨A futuristic skyscraper inspired by the power of a serpent…  😍Where architecture meets nature, this iconic snake-shaped tower symbolizes strength, innovation, and modern urban design…  🌿A vision of the future rising in the heart of the city…  #architecture #modernarchitecture #architecturephotography #luxuryarchitecture #contemporary",cover-v2-embed,cover_r01_012.json,exterior_facade,unusual_structure,city_skyline,futuristic,,neutral,medium,golden_hour,False,False,,fantasy_impossible,ai_generated,"surreal cobra-shaped tower with glowing eye and scale facade, smooth idealized render look typical of AI; caption frames it as a 'vision of the future', no disclosure",low,high,A glass-and-steel cobra-shaped skyscraper towering over a riverside skyline at dusk - an instantly surreal silhouette.,descriptive,✨A futuristic skyscraper inspired by the power of a serpent…,none,,,False,theme_page,en,exterior_facade,silver;gold;blue;pink,glass;metal;water,city_lights,unusual_architecture;dramatic_scale;exterior_reveal,47000.0,embed_reel,44.680851063829785,5_EXTREME_OUTLIER,0.027556190476190477,0.0002423809523809524,0.008795880279256239,7835.820895522388,1.2682670750273612,18.546718272950308,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),151-400,4-10,10k-100k,1.0,3.0973451327433628,top10
Da714ebtLOp,miladeshtiyaghi,2100000.0,2.1M,house-in-forest,Jungle House 🌳🤍🌱 Architect & Interior Designer: @miladeshtiyaghi This project is a deeply p,https://www.instagram.com/reel/Da714ebtLOp/,https://www.instagram.com/popular/house-in-forest/,5.777166437414031,0.7916666666666666,1,unusual_home,unusual_home,2026-07-18T12:56:58.384000+00:00,2026,68,12,Sat,ok,ok,reel,642K followers,642000.0,1709.0,,462.0,1399,5,True,3,1,False,True,"Jungle House 🌳🤍🌱 Architect & Interior Designer: @miladeshtiyaghi  This project is a deeply personal expression of my architectural philosophy—minimal, intentional, and intrinsically connected to nature. Nestled on a verdant slope at the foot of a mountain range, the house was envisioned as a quiet gesture to the landscape, not a disruption.  Rather than imposing on the terrain, the structure appears to hover just above it—light, effortless, and respectful of the natural contours. Its clean, elongated form becomes a lens, framing the surrounding jungle like a living canvas. By slightly lifting the volume off the earth, we preserved the integrity of the site while enhancing the home's ethereal presence.  Floor-to-ceiling glazing dissolves the boundary between inside and out, immersing the interior in views and natural light. The interior design follows the same ethos—subdued tones, soft textures, minimal furnishings—all chosen to recede, allowing nature to lead the experience.  Every line, every material, and every proportion was chosen with clarity and calm in mind. This house is more than a dwelling—it's a meditative space, a sanctuary that embraces stillness and slowness. A place to retreat, to breathe, and to simply exist within the rhythm of the land.  Would you live here?  #architecture #minimalism #natureconnected #designinspiration #quietluxury modernretreat jungleliving",cover-v2-embed,cover_r03_038.json,exterior_facade,villa,mountain,minimalist,modern_luxury,neutral,medium,mixed,False,False,,aspirational_realistic,ai_generated,"flat cut-out-looking black horse silhouette, uniformly smooth lawn and idealized composition typical of AI imagery",low,high,"Long white cantilevered glass volume seemingly hovering over a lawn at the foot of a forested mountain at dusk, with a lone horse for scale.",descriptive,Jungle House 🌳🤍🌱,question_engagement,,,False,designer_studio,en,exterior_facade;garden_landscape;living_room,green;white;grey;beige,concrete;glass;plants,none,exterior_reveal;unusual_architecture,642000.0,embed_reel,3.2710280373831777,3_VERY_GOOD,,0.00022,,30882.352941176472,0.2816644136085147,1.9127773197586173,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),1000+,4-10,500k-1M,1.0,5.511811023622047,top10
DScqiv1EsV0,luxurydreamhub,2000000.0,2M,luxury-interior;luxury-interior-design;luxury-room;modern-luxury-house-interiors,Redefining modern elegance in a sanctuary of light and luxury. ✨🕊️ Experience the ultimate dream s,https://www.instagram.com/reel/DScqiv1EsV0/,https://www.instagram.com/popular/luxury-interior/,9.523809523809524,0.9166666666666666,4,interior_generic;luxury_home;luxury_room,luxury_room,2025-12-19T14:10:16.643000+00:00,2025,279,14,Fri,ok,ok,reel,1M followers,1000000.0,1144.0,125898.0,575.0,288,10,False,4,0,False,False,Redefining modern elegance in a sanctuary of light and luxury. ✨🕊️ Experience the ultimate dream suite where sophisticated design meets pure comfort. 🏛️💎 #luxuryinteriors #bedroomgoals #modernluxury #aesthetic #homedecor #interiordesign #dreamhome #roominspiration #luxurylifestyle #viral,cover-v2-embed,cover_r06_070.json,bedroom,mansion,none,modern_luxury,glam_feminine,warm,bright,night_artificial,False,False,,stylized_dreamy,ai_generated,"typical AI video artifacts: bedding melts into the floor, smeared/warped furniture in the background, implausibly vast double-height suite with mezzanine",medium,medium,"Cavernous white-marble master suite with crystal chandeliers, cove-lit ceiling and a black-glass mezzanine; the sheer scale is the hook, though AI smearing on the bed is visible.",aspirational,Redefining modern elegance in a sanctuary of light and luxury. ✨🕊️ Experience the ultimate dream suite where sophisticat,none,,,False,theme_page,en,bedroom;living_room,white;cream;black;beige,marble;fabric;glass;metal,none,bed_focus;dramatic_scale,1000000.0,embed_reel,2.0,3_VERY_GOOD,0.062949,0.0002875,0.004567189311982716,7168.458781362007,0.40016887232996173,2.5128633506598987,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),151-400,4-10,500k-1M,0.71875,2.3028209556706964,middle
DSa1KOvCKsz,luxuryhouseview,2000000.0,2M,luxury-interior-design,Luxury interior design🤍 💎💫 #luxuryhomes #interiordesign #instagram #reels #tranding,https://www.instagram.com/reel/DSa1KOvCKsz/,https://www.instagram.com/popular/luxury-interior-design/,1.6666666666666667,0.75,1,interior_generic,interior_generic,2025-12-18T21:04:34.103000+00:00,2025,280,21,Thu,ok,ok,reel,389K followers,389000.0,961.0,102441.0,185.0,83,5,False,3,0,False,False,Luxury interior design🤍 💎💫 #luxuryhomes #interiordesign #instagram #reels #tranding,cover-v2-embed,cover_q2_011.json,living_room,none_visible,none,minimalist,modern_luxury,neutral,bright,mixed,False,False,,real_existing,real_footage,handheld phone walkthrough with compression artifacts; Chinese text on TV screen suggests reposted footage,medium,medium,"Stark white-and-black minimalist apartment with glossy white floor, LED cove-lit TV wall and black display cabinet; clean but generic walkthrough frame.",descriptive,Luxury interior design🤍 💎💫 #luxuryhomes #interiordesign #instagram #reels #tranding,none,,,False,theme_page,en,living_room;stairs_hall,white;black;grey,glass;metal;fabric,none,none,389000.0,embed_reel,5.141388174807198,4_VIRAL,0.0512205,9.25e-05,0.001805917552542439,7142.857142857143,0.12721880879418918,1.3403518212560988,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),51-150,4-10,100k-500k,0.8,12.658227848101266,middle
DVPdh3uk0XC,luxurydreamhub,2000000.0,2M,dream-home;dubai-luxury-interior-design-trends;futuristic-home;luxury-interior-design,Living in a world of blue hues and boundless luxury. ✨💎 Where high-tech design meets high-end,https://www.instagram.com/reel/DVPdh3uk0XC/,https://www.instagram.com/popular/luxury-interior-design/,7.1301247771836005,0.9166666666666666,4,future_arch;interior_generic;location;luxury_home,luxury_home,2026-02-27T00:40:37.046000+00:00,2026,209,0,Fri,ok,ok,reel,1M followers,1000000.0,1144.0,166230.0,623.0,173,5,False,4,0,False,False,Living in a world of blue hues and boundless luxury. ✨💎 Where high-tech design meets high-end comfort. 🌌🏙️ #interiordesign #modernluxury #homestyling #dreamhome #smartliving,cover-v2-embed,cover_r04_054.json,living_room,mansion,lake_river,modern_luxury,futuristic,cool,bright,blue_hour,True,False,,stylized_dreamy,ai_generated,"waxy over-smooth white surfaces, sparkle glints and LED lines everywhere, softly smeared distant furniture; not disclosed",medium,high,"All-white double-height living room with a huge sectional, glowing LED ceiling, crystal chandelier and curved lit staircase opening onto a blue-hour water-and-hills view.",aspirational,Living in a world of blue hues and boundless luxury. ✨💎 Where high-tech design meets high-end comfort. 🌌🏙️,none,,,False,theme_page,en,living_room;stairs_hall;dining,white;grey;blue;black,marble;glass;fabric;metal,none,view_reveal;dramatic_scale;empty_room,1000000.0,embed_reel,2.0,3_VERY_GOOD,0.083115,0.0003115,0.0037478192865307105,9569.377990430621,-0.16277222597605162,0.6874288806731726,,Dubai/UAE,Dubai/UAE,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),151-400,4-10,500k-1M,0.71875,2.3028209556706964,middle
DRH0bWEDGpI,aiforarchitects,2000000.0,2M,los-angeles-house;luxury-real-estate-mansion-exterior,"In the hills of Los Angeles, a mansion that rivals the night itself. Dark stone volumes, glass framed with bronze lines, a gallery-style garage openin",https://www.instagram.com/reel/DRH0bWEDGpI/,https://www.instagram.com/popular/los-angeles-house/,8.16326530612245,1.0,2,location;luxury_home,location,2025-11-16T15:21:12.161000+00:00,2025,312,15,Sun,ok,ok,reel,1M followers,1000000.0,513.0,125649.0,524.0,556,10,False,2,2,False,False,"In the hills of Los Angeles, a mansion that rivals the night itself. Dark stone volumes, glass framed with bronze lines, a gallery-style garage opening into the living room, and a spa-like bathroom suite. Here, architecture is a modern nocturne composed of soft lighting, water reflections, and deep, moody tones.  Designed by @aiforarchitects 📧 info@aiforarchitects.co 🌐 www.aiforarchitects.co  #LosAngeles #MansionDesign #ModernArchitecture #DarkInteriors #LuxuryHouse #ArchitectureLovers #SupercarGarage #UltraLuxuryLiving #aiforarchitects #luxurydesign",cover-v2-embed,cover_p1b_035.json,exterior_facade,mansion,none,dark_luxury,modern_luxury,neutral,dark,blue_hour,False,False,,aspirational_realistic,ai_generated,"account is aiforarchitects; garbled licence-plate lettering and overly smooth, idealized render look typical of AI images",low,high,Black-marble and stone mansion at dusk with LED-lit portals and a silver Porsche parked on a slab bridge over a dark reflecting pool.,descriptive,"In the hills of Los Angeles, a mansion that rivals the night itself. Dark stone volumes, glass framed with bronze lines,",none,Los Angeles,,True,ai_creator,en,exterior_facade;pool;dining,black;grey;white;gold,natural_stone;marble;glass;water;concrete;metal;plants,none,exterior_reveal;water_feature;dramatic_scale,1000000.0,embed_reel,2.0,3_VERY_GOOD,0.0628245,0.000262,0.0041703475554918865,6410.25641025641,0.9404095894287168,8.717853958255054,Los Angeles/California,Los Angeles/California,Los Angeles/California,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),401-1000,4-10,500k-1M,0.5714285714285714,1.0,middle
DKhR4_qxUif,wayup_media,2000000.0,2M,desert-modern-house-tours,"Every detail of this modern estate is over the top in the BEST way! Pull into the garage, and the platform lowers your car to a hidden underground lev",https://www.instagram.com/reel/DKhR4_qxUif/,https://www.instagram.com/popular/desert-modern-house-tours/,42.14963119072708,0.9166666666666666,1,unusual_home,unusual_home,2025-06-05T12:59:54.670000+00:00,2025,476,12,Thu,ok,ok,reel,941K followers,941000.0,3170.0,196611.0,623.0,423,4,False,0,5,False,False,"Every detail of this modern estate is over the top in the BEST way! Pull into the garage, and the platform lowers your car to a hidden underground level. Out back, the resort style setting includes a pool with integrated fire and water features.  Architect: @azdarchitects Custom Framing: @nastructures Landscape Architect: @mosher_design Drone: @takeoffdroneproductions @imagesbycc  #modernhomes #realestate #luxury #house",cover-v2-embed,cover_r05_061.json,exterior_facade,mansion,forest,modern_luxury,minimalist,neutral,medium,blue_hour,False,False,The architect went all out with this one...,real_existing,real_footage,real drone footage (drone operators credited in caption),low,high,"Drone shot over a gated modern estate with stone-and-glass facade, glowing LED step lights, a linear fire feature by the gate and a white Porsche and yellow Ferrari on the drive.",aspirational,"Every detail of this modern estate is over the top in the BEST way! Pull into the garage, and the platform lowers your c",none,,,False,media_publication,en,exterior_facade;garden_landscape,white;grey;black;green,natural_stone;marble;glass;concrete;metal;fire,fireplace,text_overlay;exterior_reveal;dramatic_scale,941000.0,embed_reel,2.1253985122210413,3_VERY_GOOD,0.0983055,0.0003115,0.00316869351155327,4201.680672268908,0.8776421244955275,7.544702586694289,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),401-1000,4-10,500k-1M,0.5,0.6557377049180327,bottom50
DVrk07ojSsm,roomify.design,1700000.0,1.7M,interior-styling,Turning an empty room into a warm luxury bedroom. The right textures + lighting make all the difference. Would you live here? #homest,https://www.instagram.com/reel/DVrk07ojSsm/,https://www.instagram.com/popular/interior-styling/,4.07185628742515,0.9166666666666666,1,interior_generic,interior_generic,2026-03-09T22:43:07.306000+00:00,2026,199,22,Mon,ok,ok,reel,62K followers,62000.0,152.0,21426.0,158.0,205,5,True,0,0,False,True,Turning an empty room into a warm luxury bedroom. The right textures + lighting make all the difference. Would you live here? #homestaging #beforeandafter #interiordesign #luxurybedroom #roomtransformation,cover-v2-embed,cover_q2_012.json,bedroom,none_visible,none,warm_luxury,organic_modern,warm,bright,mixed,False,False,,aspirational_realistic,ai_generated,"flawless render-like polish with perfectly smooth, uniform textures and symmetric staging typical of AI virtual staging; no disclosure in caption",high,high,"Symmetric warm-neutral bedroom with backlit fluted walnut wall, brass pendants, pill mirrors and bouclé bench; polished staging eye candy.",descriptive,Turning an empty room into a warm luxury bedroom. The right textures + lighting make all the difference. Would you live ,question_engagement,,,False,designer_studio,en,bedroom,beige;brown;white;gold,wood;fabric;metal;glass;plants,none,bed_focus,62000.0,embed_reel,27.419354838709676,5_EXTREME_OUTLIER,0.012603529411764706,9.294117647058824e-05,0.007374218239522076,8542.713567839195,1.080264683806145,12.02997386405181,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),151-400,4-10,10k-100k,1.0,5.044510385756676,top10
DXUt-pOM8ZE,sunt_mrr,1700000.0,1.7M,bali-infinity-pool-villas;bali-luxury-villas-with-private-pools,Dream circle villa in Bali🌱✨ Design: @sunt_mrr,https://www.instagram.com/reel/DXUt-pOM8ZE/,https://www.instagram.com/popular/bali-luxury-villas-with-private-pools/,38.94616265750286,1.0,2,location,location,2026-04-19T18:43:20.821000+00:00,2026,158,18,Sun,ok,ok,reel,2M followers,2000000.0,728.0,68484.0,596.0,47,0,False,2,1,False,False,Dream circle villa in Bali🌱✨  Design: @sunt_mrr,cover-v2-embed,cover_r04_051.json,pool,villa,jungle_tropical,tropical,modern_luxury,neutral,medium,golden_hour,False,False,Plan A,stylized_dreamy,ai_generated,"idealized painterly mist over rice terraces, flawless mirror reflections and soft smeared foliage typical of AI imagery; 'Design:' concept credit, no real-place name",low,high,"Circular cantilevered infinity pool hovering over misty Bali rice terraces, with a 'Plan A' overlay setting up a choice format.",aspirational,Dream circle villa in Bali🌱✨,none,Bali,,False,ai_creator,en,pool;terrace_outdoor;exterior_facade,green;black;grey;white,water;natural_stone;wood;glass;plants,fog,text_overlay;pool;view_reveal;unusual_architecture;exterior_reveal,2000000.0,embed_reel,0.85,2_GOOD,0.04028470588235294,0.00035058823529411767,0.008702762689095263,10759.493670886075,0.6437403492841165,4.402915486312641,Bali/Indonesia,Bali/Indonesia,Bali/Indonesia,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),1-50,0,1M+,0.4444444444444444,0.5862068965517241,bottom50
DFXKj2_CIyM,travelask.world,1600000.0,1.6M,mediterranean-villa,"🍋 Imagine, a luxurious villa on the Amalfi Coast, surrounded by lemon trees, in the heart of the homeland of limoncello. 🥰 Breathtaking views of the s",https://www.instagram.com/reel/DFXKj2_CIyM/,https://www.instagram.com/popular/mediterranean-villa/,55.94405594405595,0.9166666666666666,1,luxury_home,luxury_home,2025-01-28T08:06:28.951000+00:00,2025,604,8,Tue,ok,ok,reel,681K followers,681000.0,764.0,94992.0,798.0,423,0,False,3,0,False,False,"🍋 Imagine, a luxurious villa on the Amalfi Coast, surrounded by lemon trees, in the heart of the homeland of limoncello. 🥰 Breathtaking views of the sea, vibrant interiors with sunny yellow accents, and a pool with lemon mosaic create the atmosphere of true Italian coziness and hospitality. 💛Every detail here reflects the spirit of Southern Italy, infused with the scent of lemons and the warmth of the Mediterranean sun.",cover-v2-embed,cover_r07_085.json,exterior_facade,villa,cliff,mediterranean,classical_luxury,warm,bright,golden_hour,False,False,AM I DREAMING?,stylized_dreamy,ai_generated,"typical AI look: implausibly dense oversized lemons everywhere, over-ornamented white facade, smooth idealized rendering; caption does not disclose AI",low,high,"Ornate white cliffside villa with pool dripping with giant lemons above the Amalfi sea, with a dreamy 'AM I DREAMING?' overlay.",fantasy,"🍋 Imagine, a luxurious villa on the Amalfi Coast, surrounded by lemon trees, in the heart of the homeland of limoncello.",none,Amalfi Coast,,False,theme_page,en,exterior_facade;pool;terrace_outdoor,white;yellow;blue;green,plaster;natural_stone;water;plants;metal;glass,none,text_overlay;exterior_reveal;pool;dramatic_scale,681000.0,embed_reel,2.3494860499265786,3_VERY_GOOD,0.05937,0.00049875,0.008400707427993936,2649.0066225165565,0.6719068739902048,4.69793359749665,Lake Como/Italy,,Lake Como/Italy,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),401-1000,0,500k-1M,0.6666666666666666,1.2307692307692308,middle
DLw2rFDMqZ9,sunt_mrr,1600000.0,1.6M,tropical-house-architecture-styles,Dream tropical villa . . . . . . . . . . . . . . . . #midjourney #luxuryhomes #mansion #bedroomdesign #interiør #mariadudkina #luxuryinteriors #villa,https://www.instagram.com/reel/DLw2rFDMqZ9/,https://www.instagram.com/popular/tropical-house-architecture-styles/,6.722689075630252,0.9166666666666666,1,architecture,architecture,2025-07-06T10:41:19.455000+00:00,2025,445,10,Sun,ok,ok,reel,2M followers,2000000.0,728.0,83653.0,820.0,199,13,False,0,0,False,False,Dream tropical villa . . . . . . . . . . . . . . . . #midjourney #luxuryhomes #mansion #bedroomdesign #interiør #mariadudkina #luxuryinteriors #villa #homedesign #black #homes #houses #aiarchitecture,cover-v2-embed,cover_r13_153.json,exterior_facade,villa,cliff,tropical,modern_luxury,warm,bright,golden_hour,False,False,,stylized_dreamy,ai_generated,caption tags #midjourney and #aiarchitecture; idealized hyper-clean render look,low,high,"Cliff-edge tropical villa with curved infinity pool on stone arches, waterfall below and twin peaks over the ocean at golden hour.",aspirational,Dream tropical villa,none,,,True,ai_creator,en,exterior_facade;pool;terrace_outdoor,green;blue;beige;grey,natural_stone;glass;wood;water;plants,none,exterior_reveal;pool;view_reveal;water_feature;dramatic_scale,2000000.0,embed_reel,0.8,2_GOOD,0.052283125,0.0005125,0.00980239800126714,3595.505617977528,0.14332898098462454,1.3910059285491074,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),151-400,11-20,1M+,0.3333333333333333,0.5517241379310345,bottom50
DVy7BDyE0-d,divaa.finds,1500000.0,1.5M,bedroom-decor;bedroom-design,🛏 My bedroom transformation is complete with Temu's Aesthetic White Bedroom essentials! ✨ From minimalist furniture to soft bedding and perfect lighti,https://www.instagram.com/reel/DVy7BDyE0-d/,https://www.instagram.com/popular/bedroom-design/,1.6008537886873,0.75,2,room_generic,room_generic,2026-03-12T19:11:42.013000+00:00,2026,196,19,Thu,ok,ok,reel,764K followers,764000.0,1203.0,158959.0,332.0,399,5,False,3,0,False,False,"🛏 My bedroom transformation is complete with Temu's Aesthetic White Bedroom essentials! ✨ From minimalist furniture to soft bedding and perfect lighting, this collection brings simplicity and serenity to your space. Use my code [aci741570] to start creating your own peaceful bedroom for $0 with qualifying orders today! T&Cs apply 💚 #temu #bedroomdesign #minimaliststyle #whitebedroom #bedroomdecor",cover-v2-embed,cover_q0_000.json,bedroom,none_visible,none,other,,neutral,bright,daylight,False,True,before...,real_existing,real_footage,"handheld phone POV of a real empty carpeted room, a hand opening the door, real camera look",low,medium,POV door-opening onto a bare carpeted room labelled 'before...' sets up a transformation reveal.,promotional,🛏 My bedroom transformation is complete with Temu's Aesthetic White Bedroom essentials! ✨,shop_product,,$0,False,lifestyle_influencer,en,bedroom,grey;white;beige,fabric,none,text_overlay;door_or_threshold;empty_room;person,764000.0,embed_reel,1.963350785340314,2_GOOD,0.10597266666666667,0.00022133333333333334,0.0020885888814096715,7653.061224489796,0.04264690838184154,1.1031813428452741,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),151-400,4-10,500k-1M,0.6,1.0,middle
