handle,instagram_url,followers,followers_status,posts,posts_status,display_name,niche_focus,account_type,group,content_mode_AI_real_mixed,content_mode_status,reels_in_sample,median_reel_views_sample,mean_reel_views_sample,top_reel_views_seen,views_status,median_views_per_follower,max_views_per_follower,median_likes_per_view,median_comments_per_view,engagement_status,posting_freq_per_week_upper_bound,posting_freq_status,earliest_known_post,account_age_status,bio,bio_source,cta_pattern,external_links,link_in_bio_offers,has_affiliate,has_brand_deals,has_shop,has_services,has_digital_products,has_newsletter,has_other_monetization,has_brand_contact,brand_deals_seen,monetization_status,deep_profiled,top_reel_url,topics,profile_json,source
deirdres_design,https://www.instagram.com/deirdres_design/,1000000.0,"VERIFIED (embed page, rounded, 2026-09-25)",8694.0,VERIFIED (embed page),Deirdre Renee | Designer,"Curated reposts, credited 'via @creator', of glam/classical luxury home interiors (cream-and-gold living rooms, kitchens, closets, grand halls). Monetized with home-decor brand discount codes, an Amazon storefront and virtual design consults.",theme_page,A/F theme page,AI,ESTIMATED (profile evidence / AI-assisted cover coding),4,26650.0,36725.0,71700.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",0.02665,0.0717,0.029141018798553044,0.0004979071700926005,VERIFIED inputs (embed likes/comments + topic views); ratio computed,102.8,ESTIMATED upper bound = posts / days since earliest known post,2025-02-09,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)","Interior decorator, design enthusiast, shopping lover, & Jesus follower. 💗Mom of 👭👬 & Gigi of 👧👶. DM for virtual consults or collabs! 🙏 John 3:16","Threads public profile https://www.threads.com/@deirdres_design (WebFetch plus public HTML og:description, 2026-09-25). This is the THREADS bio and display name; the Instagram bio was not read separately because the WebSearch budget was used up and instagram.com was not fetched. The Linktree bio (https://linktr.ee/Deirdresdesign) reads: 'I 💕 design, shopping & Jesus. I'm an interior decorator DM for Virtual Consults'.","Bio: 'DM for virtual consults or collabs!' (service plus brand-contact CTA), with a Linktree of affiliate storefronts and discount codes. Captions are short engagement hooks plus a credit: 'What do you think of this kitchen design? Via @deirdres_design', 'Tag someone who would love this dream closet via @msblingmiami ✨ I'm excited to offer a special virtual design consultation!', 'Soft neutrals, grand scale, and endless elegance. Save this for your dream home inspo ✨Via @zaxzaaafrica', 'Yes or no? Via @ellys.spaces' (Threads). The pattern is question / tag / save hook, then 'via @source', with occasional service plugs.",https://linktr.ee/Deirdresdesign,AMAZON Storefront; Deirdre’s Design Facebook; Deirdre’s Design Website (interior decorating; site is behin; Email icon on Linktree (address not reproduced here) plus 'D; Hulala Home - Code DED15 (bit.ly redirects to hulalahome.com; Noble Gold Investments (tracking link; redirects to lp.noble; Virtual design consults booked by DM (Linktree bio 'I'm an i; Z Gallerie - Use Code DED5 for 5% off your e,True,True,False,True,False,False,False,True,"Hulala Home: code DED15, UTM campaign 'Instagram_kol_deirdres_design' (Linktree); Z Gallerie: code DED5 for 5% off, UTM campaign 'Instagram_kol_deirdres_design' (Linktree); Noble Gold Investments: affiliate tracking link, affid=30515 (Linktree); Amazon: influencer storefront amazon.com/shop/deirdres",VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DF1kNfqRmIF/,dream-closet;dream-kitchen;luxury-kitchen-design;luxury-living-room;luxury-living-room-design;modern-classic-interior-design,data/raw/accounts/profile_deirdres_design.json,topic-page sample + embed pages + deep profile
uniqchalets,https://www.instagram.com/uniqchalets/,684000.0,"VERIFIED (embed page, rounded, 2026-09-25)",655.0,VERIFIED (embed page),,"Cozy, romantic 'slow living' chalet, spa and villa escapes in Austria, Italy and France. Built as an aesthetic theme page that feeds the brand's own curated booking platform (UNIQ Chalets, Vienna).",theme_page,A/F theme page,real,ESTIMATED (profile evidence / AI-assisted cover coding),4,1475500.0,2013500.0,5000000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",2.1571637426900585,7.309941520467836,0.05826841359223301,0.0003735,VERIFIED inputs (embed likes/comments + topic views); ratio computed,6.0,ESTIMATED upper bound = posts / days since earliest known post,2024-08-20,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,"NOT FOUND. The WebSearch budget was used up before this step (200/200 calls), so no Instagram search snippets could be collected. The public Threads profile https://www.threads.com/@uniqchalets (fetched 2026-09-25) returned only the footer, with no name, bio or link. The brand website https://www.uniqchalets.com (title 'UNIQ Chalets | curated chalets, villas & boutique stays') links to Instagram @uniqchalets and TikTok @uniq.chalets. The Instagram bio text and display name were not seen.","Emotional first-person POV captions with share/save prompts: 'send this to someone who'd choose a cosy chalet ...' (DdJPLxqMGaP), 'The person that sent this wants to slow down at this lake house with you! Save this beautiful place for your next vacation' (C-4sDlONJ02), 'craving this with you' (cover text on Dc01pz-MJ9v). The sampled captions never name the property. Monetization happens off-platform via the uniqchalets.com enquiry form, the LA CRÈME email club and info@uniqchalets.com.",,"Booking intermediary and concierge. T&C: 'UNIQ operates an o; Curated holiday-rental platform (chalets, villas, boutique s; LA CRÈME club, an email deals club: 'up to -30% off last-min; Newsletter opt-in: 'I agree to receive offers and news by em; Seasonal collections: Mountain Summer, Next Summer, Mediterr; info@uniqchalets.com (mailto subject 'Request for a stay')",True,True,False,True,False,True,True,True,@opheliawilde.music: music credit in the C-4sDlONJ02 caption (paid status unknown),VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DdJPLxqMGaP/,chalet;lake-house,data/raw/accounts/profile_uniqchalets.json,topic-page sample + embed pages + deep profile
hafezi.architects,https://www.instagram.com/hafezi.architects/,606000.0,"VERIFIED (embed page, rounded, 2026-09-25)",359.0,VERIFIED (embed page),M.H Studio | Mahan Hafezi,"Luxury villa / mansion architecture and interior concepts (LA views, desert-modern, French-inspired estates) from a London architect-led studio.",architect,C architecture,unknown,UNKNOWN,4,368000.0,1293500.0,4300000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",0.6072607260726073,7.095709570957096,0.038012124843090266,0.0005286895284751991,VERIFIED inputs (embed likes/comments + topic views); ratio computed,3.0,ESTIMATED upper bound = posts / days since earliest known post,2024-05-31,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,"Threads profile https://www.threads.com/@hafezi.architects returned only the page title 'M.H Studio | Mahan Hafezi (@hafezi.architects) • Threads' (content truncated, bio not extractable). Instagram bio not available (no search, no instagram.com access).","Comment-keyword lead gen ('Comment ""DREAM"" if you want your future home designed like this') seen in 1 of 4 sampled captions; others are descriptive/atmospheric ('Where architecture becomes pure atmosphere✨', 'Holiday glow, desert hush...').",,"Hafezi Architects (London) - floor plan/blueprint design, ex; info@hafeziarchitects.com (website contact; name-match only,",False,True,False,True,False,False,False,True,,VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/C7oJU0IMutA/,beverly-hills-mansion;desert-modern-house-tours;jamesedition-luxury-homes;luxury-interior,data/raw/accounts/profile_hafezi.architects.json,topic-page sample + embed pages + deep profile
montani3d,https://www.instagram.com/montani3d/,603000.0,"VERIFIED (embed page, rounded, 2026-09-25)",1578.0,VERIFIED (embed page),Montani3d Studio,"AI rendering for architecture, interiors and landscaping (render/photo-to-video, concept variations, construction timelapses) aimed at Brazilian architects and 3D artists. Reels funnel viewers to a low-ticket paid workshop, then an AI-render training program and studio services.",education_course,E education,AI,ESTIMATED (profile evidence / AI-assisted cover coding),4,684500.0,613500.0,946000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",1.135157545605307,1.5688225538971807,0.02494476556685686,0.01218060519871629,VERIFIED inputs (embed likes/comments + topic views); ratio computed,44.5,ESTIMATED upper bound = posts / days since earliest known post,2026-01-19,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",🇧🇷 Nº1 em Render com IA no Brasil 💎 4ª Edição do Workshop Render com IA 👇 Lote promocional aberto,"Threads profile https://www.threads.com/@montani3d (WebFetch 2026-09-25; text as returned by the fetch tool). The Instagram bio itself was not verified, but the Threads bio promotes the current (4th) workshop edition, which matches the live landing page.","Comment-keyword funnel: the first caption line is 'Comente WORKSHOP 👇', followed by a promise ('E aprenda a transformar ... usando apenas IA'). The bio says '4ª Edição do Workshop Render com IA 👇 Lote promocional aberto' and links to a landing page with a countdown and scarcity copy and a Hotmart checkout.",https://workshop.montani3d.com.br/,"'Formação Render.IA': an intensive AI-render training progra; Behance portfolio; Hotmart checkout for the workshop ticket; Linktree (found via the guessed URL, not seen on the profile; Montani 3D Studio services: photorealistic 3D rendering, 360; WhatsApp contact (Linktree); WhatsApp support for workshop questions (landing page); Workshop Render com IA, 4th edition: live on Zoom, 19-20 Sep; Worksh",False,True,False,True,True,False,False,True,,VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DUannSokdQD/,ai-architecture;ai-interior-design;ai-interior-designer;ai-render;landscape-design-ai,data/raw/accounts/profile_montani3d.json,topic-page sample + embed pages + deep profile
urban_lifestyle_lab,https://www.instagram.com/urban_lifestyle_lab/,250000.0,"VERIFIED (embed page, rounded, 2026-09-25)",4660.0,VERIFIED (embed page),Urban Design&Architecture,"Futuristic / concept luxury architecture and mansion visuals ('the future of luxury living'), with copyright claimed on the concepts",other,other,unknown,UNKNOWN,4,1060000.0,1283400.0,3000000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",4.24,12.0,0.08234147916666666,0.0005119791666666667,VERIFIED inputs (embed likes/comments + topic views); ratio computed,91.9,ESTIMATED upper bound = posts / days since earliest known post,2025-10-04,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,,"Short provocative hook-line captions (e.g. 'tHiS iS nOt lUxUrY. tHiS iS dOmInAnCe.') plus 'Concept & Copyright ©' authorship tags; no link, shop, DM or comment-keyword CTA in the 4 (truncated) captions available. Bio CTA UNKNOWN.",,,False,False,False,False,False,False,False,False,,VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DTwE4CFjKFK/,future-house;futuristic-architecture;futuristic-home;futuristic-house;futuristic-houses;luxury-homes;luxury-mansion;luxury-modern-beautiful-house,data/raw/accounts/profile_urban_lifestyle_lab.json,topic-page sample + embed pages + deep profile
luxquisit,https://www.instagram.com/luxquisit/,190000.0,"VERIFIED (embed page, rounded, 2026-09-25)",463.0,VERIFIED (embed page),Luxquisit,"AI-generated fantasy luxury homes and retreats (underwater villas, private-island houses, dream pools, cliffside escapes) funnelling to an own affiliate site of real 'unique stays' (Expedia) and home-decor products (Amazon).",ai_creator,D/E AI creator,AI,ESTIMATED (profile evidence / AI-assisted cover coding),4,541000.0,539750.0,912000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",2.8473684210526318,4.8,0.05194763280345534,0.0006031466748266014,VERIFIED inputs (embed likes/comments + topic views); ratio computed,9.3,ESTIMATED upper bound = posts / days since earliest known post,2025-10-12,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",Website: https://luxquisit.com Contact via email: Luxquisit@gmail.com linktr.ee/Luxquisit,"THREADS bio (NOT the Instagram bio): https://www.threads.com/@luxquisit fetched 2026-09-25. Linktree bio (https://linktr.ee/Luxquisit): 'Unique escapes, stays & products'. Instagram bio itself not retrieved (WebSearch budget exhausted; instagram.com not fetched).","Title-style captions with no CTA ('Dreamy Underwater Villa', 'This Pool Feels Like a Dream', 'A Dreamy House on a Private Island', 'A Private Island Retreat Surrounded by Nature'); project coding cta_type 'none', 0 hashtags. Threads posts follow the same pattern ('This hidden retreat is stunning', 'This spa retreat is stunning'). Monetization CTA sits in the bio/Linktree (website, email, 'Support our work').",https://linktr.ee/Luxquisit (Threads profile link and bio); https://luxquisit.com (Threads bio + Linktree); https://buymeacoffee.com/luxquisit (Linktree 'Support our work'); https://www.tiktok.com/@luxquisit (Linktree); https://www.facebook.com/luxquisit (Linktree); https://www.youtube.com/@Luxquisit (Linktree); https://www.threads.net/@luxquisit (Linktree),"'Support our work' - Buy Me a Coffee, $1/month support optio; Destination articles on luxquisit.com link to Expedia affili; Email subscription form on luxquisit.com for 'new destinatio; Product articles on luxquisit.com link to Amazon via amzn.to; Social links: TikTok, Facebook, YouTube, Threads, Instagram; luxquisit.com - own travel/product discovery site ('Find the; luxquisit@gmail.com (Linktree",True,True,False,False,False,True,True,True,,VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DUHZdshiaBB/,faroe-islands-luxury-villas;luxury-pool;overwater-villa,data/raw/accounts/profile_luxquisit.json,topic-page sample + embed pages + deep profile
ihsansamhoun.interiors,https://www.instagram.com/ihsansamhoun.interiors/,169000.0,"VERIFIED (embed page, rounded, 2026-09-25)",5309.0,VERIFIED (embed page),Ihsan Samhoun Interiors,"High-volume curated luxury interior inspiration (master bedrooms, bathrooms, villas, lighting details, hidden doors) credited to other designers, posted by a Beirut-based interior architect.",theme_page,A/F theme page,3d_render,ESTIMATED (profile evidence / AI-assisted cover coding),4,333000.0,432750.0,885000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",1.9821428571428568,5.267857142857143,,0.00019205298013245034,VERIFIED inputs (embed likes/comments + topic views); ratio computed,52.6,ESTIMATED upper bound = posts / days since earliest known post,2024-10-17,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)","Interior design studio Inspiration by I Certified interior architect & consultant based in Beirut, operating worldwide.","Threads profile https://www.threads.com/@ihsansamhoun.interiors (public; text as rendered, line breaks lost). Instagram bio itself not retrieved.","No CTA; fixed caption template '✨️ <Room/feature>, <material>, <material>, <material>! . . . #lightingdecor #lighting #lightdesign @<credited studio>' with long generic hashtag blocks (incl. unrelated #pergola #patiocover).",,,False,False,False,True,False,False,False,False,,VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DIv15V-s3g2/,luxury-bathroom;luxury-bathroom-design;luxury-master-bedroom;luxury-master-bedroom-interior-design;modern-villa,data/raw/accounts/profile_ihsansamhoun.interiors.json,topic-page sample + embed pages + deep profile
digitaldesign.lab,https://www.instagram.com/digitaldesign.lab/,164000.0,"VERIFIED (embed page, rounded, 2026-09-25)",168.0,VERIFIED (embed page),Mona Algwaiz منى القويز,"AI-visualised luxury villas/interiors with Saudi regional heritage (Najdi mud architecture, Diriyah, AlUla desert), infinity pools and earth-tone 'raw earth' villas.",ai_creator,D/E AI creator,AI,ESTIMATED (profile evidence / AI-assisted cover coding),4,81150.0,232850.0,731000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",0.4948170731707316,4.4573170731707314,0.035511222745432,0.00048529881401144663,VERIFIED inputs (embed likes/comments + topic views); ratio computed,1.5,ESTIMATED upper bound = posts / days since earliest known post,2024-07-24,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)","Crafting dream spaces Riyadh, SA 🇸🇦 DM for collaboration All design posts are my own work","Threads profile https://www.threads.com/@digitaldesign.lab (public, fetched 2026-09-25 via WebFetch; text relayed by the fetch tool's summarizer, so treat as near-verbatim). The Instagram bio itself was NOT retrieved (WebSearch budget exhausted; instagram.com not fetched). Linktree bio (verbatim from page meta): 'Crafting dream space'. Benable bio (verbatim from page meta): 'Interior Designer & Stylist,sharing all of my favorites in lifestyle🤍 Home | Beauty | Travel | Fashion'.",Captions: short title line + credit 'By: @digitaldesign.lab' / 'By @digitaldesign.lab' + mixed English/Arabic hashtags; no comment-to-DM or link CTA seen in sampled captions. Bio (Threads): 'DM for collaboration'.,https://linktr.ee/digitaldesign.lab,'DM for collaboration' (Threads bio; no email or form found); Amazon Home Finds list on Benable ('Sharing my favorite Amaz; Mona | Profile on Benable (recommendation/affiliate list pla; TikTok - Make Your Day (@somewhere_magical) - profile conten; pin.it (Pinterest short link); x.com (@design_dlab),True,True,False,False,False,False,False,True,,VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DSh015LgpsI/,desert-house;desert-house-interior-design-ideas;infinity-pools,data/raw/accounts/profile_digitaldesign.lab.json,topic-page sample + embed pages + deep profile
architectcha,https://www.instagram.com/architectcha/,148000.0,"VERIFIED (embed page, rounded, 2026-09-25)",89.0,VERIFIED (embed page),,"Speculative, AI-assisted architectural design series: 'Machinic Tower Variation' robotic towers, a 'University Variation' educational building and a 'Habitation Variation' mixed-use residential building.",ai_creator,D/E AI creator,AI,ESTIMATED (profile evidence / AI-assisted cover coding),4,542000.0,533450.0,978000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",3.6621621621621614,6.608108108108108,0.0470676925793644,0.0005285053792122344,VERIFIED inputs (embed likes/comments + topic views); ratio computed,1.7,ESTIMATED upper bound = posts / days since earliest known post,2025-09-19,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,,"Portfolio-style captions: a project title ('Machinic Tower Variation 12'), a one-line design description, then an authorship credit ('Designed by a human architect and AI. Author: @archite...' - the handle is truncated in the source). No engagement question, link or brand CTA was seen in the truncated captions.",,,False,False,False,False,False,False,False,False,,VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DQCC9iNiuAS/,ai-generated-architecture-designs;futuristic-architecture;futuristic-architecture-designs-2026;midjourney-architecture,data/raw/accounts/profile_architectcha.json,topic-page sample + embed pages + deep profile
watchthebuild,https://www.instagram.com/watchthebuild/,107000.0,"VERIFIED (embed page, rounded, 2026-09-25)",128.0,VERIFIED (embed page),Watch The Build,"Faceless 'empty room to furnished room in 10 seconds' transformation reels and furniture-rearrangement before/afters ('same room, same furniture'): Scandinavian and warm-modern living rooms, biophilic or green bedrooms, kitchens.",theme_page,A/F theme page,AI,ESTIMATED (profile evidence / AI-assisted cover coding),4,497000.0,660750.0,1300000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",4.668180215129607,12.264150943396226,0.010449984021319352,6.585970689269672e-05,VERIFIED inputs (embed likes/comments + topic views); ratio computed,10.9,ESTIMATED upper bound = posts / days since earliest known post,2026-07-04,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,"Threads public profile https://www.threads.com/@watchthebuild. Page title 'Watch The Build (@watchthebuild) • Threads'; no bio text visible; the only profile link is to Instagram @watchthebuild; '124 followers' (Threads audience). The fetch summary also said 'Verified account', which is unconfirmed. The Instagram bio itself was not seen. The Instagram embed captures show only the username 'watchthebuild'.","Instagram captions open with a shock or transformation hook plus emoji ('THIS ROOM WAS COMPLETELY EMPTY… 🤯', 'From Empty Space to Cozy Home 🔥', '✨ Scandinavian Living Room Makeover with Piano 🎹🛋️'), add 1-2 descriptive sentences, then a stack of about 25 hashtags (#interiordesign #scandinavianinterior #livingroommakeover ... #beforeandafter #norenovation #cozyhome). Project caption coding: cta_type none, no link hint. Threads cross-posts close with opinion questions ('Would you change anything else in this living room?'; 'Which version feels more balanced to you?') and frame rooms as follower requests ('This was a real living room request from Instagram'). No link, shop or affiliate CTA seen.",,,False,False,False,False,False,False,False,False,,VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DbmsOfOywba/,biophilic-bedroom-design;living-room-decor;modern-living-room;scandinavian-interior-design-styles,data/raw/accounts/profile_watchthebuild.json,topic-page sample + embed pages + deep profile
insmultiverse,https://www.instagram.com/insmultiverse/,79000.0,"VERIFIED (embed page, rounded, 2026-09-25)",453.0,VERIFIED (embed page),Inspire | Vibe | Multiverse,AI-generated fantasy/futuristic houses and dream bedrooms in numbered 'pick one' comparison reels.,ai_creator,D/E AI creator,AI,ESTIMATED (profile evidence / AI-assisted cover coding),4,322000.0,315250.0,604000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",4.075949367088608,7.6455696202531644,0.05099636371023443,0.006459970340876772,VERIFIED inputs (embed likes/comments + topic views); ratio computed,5.5,ESTIMATED upper bound = posts / days since earliest known post,2025-02-21,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",✨ Vibe that Inspires 🌌 Limitless Multiverse Creations,"Threads public profile https://www.threads.com/@insmultiverse (fetched 2026-09-25; 707 Threads followers, 'No threads yet'). The Instagram bio itself was NOT retrieved; Threads bio/display name are assumed but NOT verified to match Instagram. Instagram embed display_name field shows only the username 'insmultiverse'.","Fixed caption template: choice question ('Which house would you pick to live in?' / 'Which bedroom would you pick to nap in?') + '. . . The vibe is limitless—unlock it now.' + 'Follow @insmultiverse for more inspiration.' + hashtags (#whichonewouldyoupick #chooseone #InspireVibeMultiverse #FantasyFusionAI #aivisuals ...); numbered cover overlay (e.g. '5'). DLJtY_mt3sV drew 1,376 comments on 12,964 likes, consistent with the comment-your-pick mechanic. What 'unlock it now' points to is UNKNOWN (no link-in-bio found).",,,False,False,False,False,False,False,False,False,,VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DMPZzYxNF_b/,ai-house;dream-bedroom;dream-bedrooms;dream-room;future-house;future-houses-2050,data/raw/accounts/profile_insmultiverse.json,topic-page sample + embed pages + deep profile
cabinstillwoods,https://www.instagram.com/cabinstillwoods/,18000.0,"VERIFIED (embed page, rounded, 2026-09-25)",74.0,VERIFIED (embed page),Cabin in the Still Woods,"AI-assisted ambient forest/rain cabin hideaways (cabin in the woods, forest hideaway, cozy cabin) - calm escape mood reels.",ai_creator,D/E AI creator,AI,ESTIMATED (profile evidence / AI-assisted cover coding),4,224650.0,215501.25,403000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",12.480555555555556,22.38888888888889,0.08081677111914332,0.0007347447073474471,VERIFIED inputs (embed likes/comments + topic views); ratio computed,2.7,ESTIMATED upper bound = posts / days since earliest known post,2026-03-19,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,"Threads public profile https://www.threads.com/@cabinstillwoods (fetched 2026-09-25) shows display name 'Cabin in the Still Woods', 99 Threads followers, no bio text, 'No threads yet', link to its Instagram profile. Instagram bio NOT retrieved; Threads display name assumed but NOT verified to match Instagram (Instagram embed display_name field shows only the username).",Minimal: 2 hashtags (#cabininthewoods #foresthideaway / #cozycabin) + ownership line '➡️original content by @cabinstillwoods' + AI disclosure 'AI-assisted visual'; occasionally a short mood line ('Green holds you.🍃🌿🌳💚'). No follow/comment/link CTA seen in sampled captions.,,,False,False,False,False,False,False,False,False,,VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/Dahza84peEz/,forest-house;house-in-forest,data/raw/accounts/profile_cabinstillwoods.json,topic-page sample + embed pages + deep profile
eloisepreen,https://www.instagram.com/eloisepreen/,,UNKNOWN,,UNKNOWN,Eloise Preen,"UK creator touring her own colourful mid-century-modern loft apartment (vintage furniture, lamps, rugs, ambient lighting), monetized through LTK home-product links",lifestyle_influencer,G lifestyle,real,ESTIMATED (profile evidence / AI-assisted cover coding),4,2102000.0,2982750.0,7600000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",,,,,VERIFIED inputs (embed likes/comments + topic views); ratio computed,,UNKNOWN,2026-03-02,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",interiors | lifestyle | mid century 📸ig: eloisepreen 💌mgmt@eloisepreen.com 👇shop ltk,"TikTok public profile https://www.tiktok.com/@eloisepreen (WebFetch 2026-09-25). This is the TIKTOK bio. It names 'ig: eloisepreen', so it is the same person, but the Instagram bio itself was NOT seen. Threads https://www.threads.com/@eloisepreen showed only the display name 'Eloise Preen', with no bio text. LTK bio (https://www.shopltk.com/explore/eloisepreen): 'Mid Century Modern | Interiors | Lifestyle | Work with me: mgmt@eloisepreen.com'.","Personal POV/diary one-liners with emoji ('god forbid I love to stay at home 🏡😌', 'if you love this style… hi welcome to my home! 🙋‍♀️🏡') plus hashtag blocks (#midcenturymodern #interiordesign #apartmentaesthetic #fyp #boyandgirlapartment). The 4 caption starts seen have no explicit comment or DM prompt. Commerce CTAs live off-post: TikTok bio '👇shop ltk' and LTK 'Work with me: mgmt@...'.",https://www.shopltk.com/explore/eloisepreen; https://eloisepreen.com; https://linktr.ee/eloisepreen; mailto:mgmt@eloisepreen.com,LTK shop 'EloisePreen' (7.2K LTK followers). Product sets: '; Linktree '@Eloisepreen' (joined February 2022) has only 2 bu; Management email mgmt@eloisepreen.com. Shown as 'Work with m; Substack publication at eloisepreen.com. The page title read,True,True,False,False,False,True,False,True,"Cider / @shopcider_uk: Linktree button '@shopcider_uk tiktok💅' pointing to a TikTok link. The nature of the relationship and whether it was paid are UNKNOWN.; LTK affiliate retailers (John Lewis, Oliver Bonas, IKEA, Habitat, MADE.COM, Onda) are affiliate product links, NOT confirmed brand deals.",VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DbDFrUEK-mt/,art-deco-interior-design;mid-century-modern;mid-century-modern-living-room-ideas,data/raw/accounts/profile_eloisepreen.json,topic-page sample + embed pages + deep profile
beautifuldestinations,https://www.instagram.com/beautifuldestinations/,24000000.0,"VERIFIED (embed page, rounded, 2026-09-25)",13984.0,VERIFIED (embed page),BEAUTIFUL DESTINATIONS,"Global travel inspiration (destinations, luxury villas, overwater resorts, Amalfi, Maldives, Caribbean) from a creator network. The flagship channel of a B2B travel and tourism marketing agency.",media_publication,C/G media,real,ESTIMATED (profile evidence / AI-assisted cover coding),3,2300000.0,2768666.6666666665,5300000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",0.0958333333333333,0.2208333333333333,0.0432695652173913,0.0001565217391304348,VERIFIED inputs (embed likes/comments + topic views); ratio computed,63.8,ESTIMATED upper bound = posts / days since earliest known post,2022-07-13,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",Sharing the most beautiful destinations from our network of world-class creators. 🌏 Follow as we explore the world together! ✈️,"Public Threads profile https://www.threads.com/@beautifuldestinations (fetched 2026-09-25). The Instagram bio itself was not seen, because no WebSearch snippets were available (the budget was used up). Threads profiles are usually linked to the Instagram account, but they are not guaranteed to match.","Creator-credit captions with aspirational framing ('foreshadowing what your trip ... will look like', 'Dreaming of ...', 'I think we just found the coolest villa ...') and question prompts for comments ('You've just won the lottery…. What's the first place you're travelling to? ✈️', 'Is this county on your bucket list yet?'). Credits and location use 📽️ @creator 📍Place. No booking or affiliate link in the captions. The bio link points to YouTube, and B2B contact is brands@beautifuldestinations.com.",https://youtube.com/@beautifuldestinations7604,"'Creator Investment Fund' link on the YouTube About page (pa; BD Academy / 'Beautiful Destinations Academy, powered by Dub; Company site: 'Beautiful Destinations: Travel & Tourism Mark; LinkedIn newsletter 'Social Content x Travel'; Research Panel and '2026 State of Social Media in Travel Rep; YouTube channel 'Beautiful Destinations' (channel id UC08NS8; brands@beautifuldestinations.com (Brand Par",True,True,False,True,True,True,False,True,"Agency clients listed on the site: Turkish Airlines, Brand USA, Saudi Tourism Authority, Accor, Visit Panama, Red Sea Global (not tied to specific Instagram posts); Dubai: BD Academy 'powered by Dubai'; Moskito Island villa, Caribbean (DPRHuW_jPAa caption; paid status unknown); Fakarava Atoll, Frenc",VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/CwiGO2pqT6I/,cook-islands-luxury-resorts;luxury-homes-on-the-amalfi-coast;overwater-villa,data/raw/accounts/profile_beautifuldestinations.json,topic-page sample + embed pages + deep profile
