video_url,kanal,nische_cluster,views,upload_datum,gruppe,laenge_s,szenen,hook,erster_frame,on_screen_text,loop,kamerabewegung,pov,musik,voice,story_struktur,trigger_primär,trigger_sekundär,produkte_sichtbar,produkte_kaufbar,ki_merkmale,purchase_intent,quelle,datenqualitaet
https://www.youtube.com/shorts/bX2RbVQ_6r0,HappyHM,KI-Fußball-/Promi-Sketche,153751204,2026-09-01,top20,8,5,"[Hook-Typ: Visueller Gag/Aktion ab Frame 1; bekannte Figur/IP/Marke: ja] Haaland sagt ""No, no, no, no"" und hindert Mbappé daran, den Apfel mit dem Messer zu schneiden.",Mbappé im Real-Madrid-Trikot mit Schutzhandschuh und Messer vor einem Apfel; Haaland im Man-City-Trikot stoppt ihn.,"""HappyHM"" (Hintergrund), Songtext-Einblendung: ""Haaland these are looks like his dad"".",ja,"Statische Halbtotale gefolgt von schnellen Schnitten auf Nahaufnahmen (Handschuh, Gesicht).",nein,Rhythmischer Pop-Song/Remix.,Dialogstimmen und Gesang.,"Mbappé will Apfel schneiden, Haaland übernimmt ohne Messer und vollbringt ein ""Wunder"", das Mbappé schockiert. | Tempo: schnell | CTA: nein",Humor,Shock,"Adidas (Real Madrid Trikot), Puma (Man City Trikot), Etihad Airways Logo.",teilweise,"Unnatürliche Gesichtsbewegungen, morphing-artige Artefakte am Handschuh und den Fingern, typisch glatte KI-Texturen. | Stil: Fotorealistische KI-Animation (Deepfake/AI-Video).",ENTERTAINMENT,YouTube-Proxy; NexLev watch_youtube_video_and_ask (Gemini-Videoanalyse) + raw_youtube_proxy_top_shorts.csv/youtube_video_details,"VIDEO-ANALYSE (Gemini watch); Views exakt (raw_youtube_proxy_top_shorts.csv); Datum CSV; Trigger aus Gemini-Codierung, vom Analysten normiert"
https://www.youtube.com/shorts/vR4vgVK10oQ,HappyHM,KI-Fußball-/Promi-Sketche,17671734,2026-09-03,top20,15,7,"[Hook-Typ: Visueller Gag/Aktion ab Frame 1; bekannte Figur/IP/Marke: ja] Haaland versucht verzweifelt, einen riesigen Strohhalm in seinen Becher zu stecken, während Mbappé daneben entspannt trinkt.",Zwei Männer (Haaland- und Mbappé-Lookalikes) sitzen an einem Tisch mit Bubble Tea; Haaland kämpft mit einem überlangen Strohhalm.,HappyHM,ja,statisch mit schneller Schnittfolge,nein,"rhythmische, fröhliche Hintergrundmusik",keine (nur Soundeffekte),Problem (Strohhalm zu lang) → Mehrfache Korrektur durch Abschneiden → Lösung und Zufriedenheit. | Tempo: schnell | CTA: nein,Humor,Curiosity,"Manchester City Trikot, Real Madrid Trikot, Bubble Tea, Nike-Logo",teilweise (Trikots),Deepfake-Technologie zur Gesichtsveränderung erkennbar an unnatürlicher Mimik und leichten Artefakten bei schnellen Bewegungen. | Stil: Reales Video mit Deepfake-Elementen (Gesichter von Fußballstars auf Schauspielern).,ENTERTAINMENT,YouTube-Proxy; NexLev watch_youtube_video_and_ask (Gemini-Videoanalyse) + raw_youtube_proxy_top_shorts.csv/youtube_video_details,"VIDEO-ANALYSE (Gemini watch); Views exakt (raw_youtube_proxy_top_shorts.csv); Datum CSV; Trigger aus Gemini-Codierung, vom Analysten normiert"
https://www.youtube.com/shorts/qLbWH9zkoBM,HappyHM,KI-Fußball-/Promi-Sketche,123000,2026-09-13,bottom50,8,1,"[Hook-Typ: Visueller Gag/Aktion ab Frame 1; bekannte Figur/IP/Marke: ja] Haaland sagt „Hey, watch my magic trick“ und steckt seine Hand scheinbar durch die Karte.","Haaland hält eine schwarze Karte mit blauem Punkt, Mbappé steht daneben; beide tragen Fußballtrikots.",HappyHM,nein,statisch,nein,"Fröhliche, Upbeat-Musik",Dialogstimmen,Ein Zaubertrick mit einem Papierkreis führt zu einer physikalisch unmöglichen Aktion und einer überraschten Reaktion. | Tempo: schnell | CTA: nein,Curiosity,Humor,"Manchester City Trikot (Puma, Etihad), Real Madrid Trikot (Adidas, Emirates)",ja,"Hand dringt durch die Karte ein, unnatürliche Objektverwandlung (Morphing) und KI-typische Gesichtsdarstellung. | Stil: fotorealistische KI",ENTERTAINMENT,YouTube-Proxy; NexLev watch_youtube_video_and_ask (Gemini-Videoanalyse) + raw_youtube_proxy_top_shorts.csv/youtube_video_details,"VIDEO-ANALYSE (Gemini watch); Views gerundet (YouTube-Shorts-Liste via NexLev youtube_channel_shorts); Datum youtube_video_details; Trigger aus Gemini-Codierung, vom Analysten normiert"
https://www.youtube.com/shorts/OQYdV5FLWzs,HappyHM,KI-Fußball-/Promi-Sketche,159000,2026-09-12,bottom50,7,4,[Hook-Typ: Visueller Gag/Aktion ab Frame 1; bekannte Figur/IP/Marke: ja] Haaland verschlingt aggressiv und in extremer Geschwindigkeit eine ganze Box Pommes mit bellenden Soundeffekten.,"Haaland im ManCity-Trikot isst Pommes, Mbappe im Real-Madrid-Trikot schaut auf sein Handy.","""The result of food guarding 🤣 🤣"", ""HappyHM""",ja,statisch mit schnellen KI-generierten Transformationen,nein,Reggaeton/Latin-Beat,keine (nur Soundeffekte wie Bellen und Kauen),"Haaland isst eine Pommes, eskaliert dann völlig beim ""Food Guarding"" und schockiert Mbappe durch monströses Verschlingen der gesamten Box. | Tempo: schnell | CTA: nein",Humor,Shock,"Manchester City Trikot (Puma), Real Madrid Trikot (Adidas), iPhone, Pommes/Nuggets.",teilweise,"Morphende Gesichter, unnatürliche Verformung der Lebensmittel, Haaland verwandelt sich beim Essen monströs; deutliche KI-Artefakte bei Bewegungen. | Stil: KI-generierte Video-Animation",ENTERTAINMENT,YouTube-Proxy; NexLev watch_youtube_video_and_ask (Gemini-Videoanalyse) + raw_youtube_proxy_top_shorts.csv/youtube_video_details,"VIDEO-ANALYSE (Gemini watch); Views gerundet (YouTube-Shorts-Liste via NexLev youtube_channel_shorts); Datum youtube_video_details; Trigger aus Gemini-Codierung, vom Analysten normiert"
https://www.youtube.com/shorts/1Yo7V7Bam2I,Golazo Fx,KI-Fußball-/Promi-Sketche,11322935,2026-09-03,top20,25,14,"[Hook-Typ: Kein Sprach-Hook (nur Musik/Visual); bekannte Figur/IP/Marke: ja] Pelé lächelt, Text ""Pelé Prime"" erscheint, gefolgt von einem extremen Close-up seiner Augen und Schweißperlen.","Pelé im blauen Anzug winkt einer riesigen Menschenmenge zu, während Fotografen ihn umringen.",Pelé Prime.,nein,"Schnelle Schnittfolge, extreme Zooms, Zeitlupen und dynamische Kamerafahrten.",nein,Rhythmischer brasilianischer Phonk-Beat.,Gesang und rhythmische Sprechstimmen auf Portugiesisch.,"Eine visuelle Hommage, die Pelés Ausstrahlung und sportliche Dominanz durch ikonische Spielszenen feiert. | Tempo: schnell | CTA: nein",Nostalgie,Status,"Brasilianisches Nationaltrikot, Werbebanden (Martini, Datsun, Yardley).",nein,"Extrem glatte Hauttexturen, künstliche Schärfe und leichtes Morphing in den Details deuten auf KI-Upscaling und Frame-Interpolation hin. | Stil: KI-optimiertes historisches Videomaterial (Colorgrading, Upscaling).",ENTERTAINMENT,YouTube-Proxy; NexLev watch_youtube_video_and_ask (Gemini-Videoanalyse) + raw_youtube_proxy_top_shorts.csv/youtube_video_details,"VIDEO-ANALYSE (Gemini watch); Views exakt (raw_youtube_proxy_top_shorts.csv); Datum CSV; Trigger aus Gemini-Codierung, vom Analysten normiert"
https://www.youtube.com/shorts/2AbWc8FcuAM,Golazo Fx,KI-Fußball-/Promi-Sketche,8803396,2026-09-05,top20,25,UNKNOWN,"[Hook-Typ: Kein Sprach-Hook (nur Musik/Visual); bekannte Figur/IP/Marke: ja] Kein Sprach-Hook: PT-Phonk-Song (""toma, toma"") ab 0:04; Titel ""Roberto Carlos Prime""",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Brasilianischer Phonk/PT-Song (identisch zu bSZq0QeauCg),Song/Gesang (keine Erzaehlstimme),"Legenden-Highlight-Edit (Titel ""Prime"") | CTA: nein",Nostalgie,Status,UNKNOWN,UNKNOWN,nicht visuell geprueft; Kanal NexLev-AI-Flag (LIKELY); Schwesterclip 1Yo7V7Bam2I zeigt KI-Upscaling,ENTERTAINMENT,YouTube-Proxy; NexLev get_bulk_video_transcripts + Titel (youtube_channel_shorts) + youtube_video_details/youtube.com-Metadaten,"TRANSKRIPT+METADATEN (kein Video-Watch, Tageslimit 15/15); visuelle Felder UNKNOWN; Trigger/Hook-Typ aus Transkript+Titel abgeleitet; Laenge youtube_video_details; Views exakt (raw_youtube_proxy_top_shorts.csv); Datum CSV"
https://www.youtube.com/shorts/bSZq0QeauCg,Golazo Fx,KI-Fußball-/Promi-Sketche,121000,2026-09-07,bottom50,25,UNKNOWN,"[Hook-Typ: Kein Sprach-Hook (nur Musik/Visual); bekannte Figur/IP/Marke: ja] Kein Sprach-Hook: identischer PT-Song wie 2AbWc8FcuAM; Titel ""Bald XI Prime"" (Glatzen-Elf, WM 2006 FRA-BRA laut Beschreibung)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,identischer PT-Phonk-Song wie Top-Short,Song/Gesang (keine Erzaehlstimme),Team-/Spieler-Kompilation (Glatzen-Elf) | CTA: nein,Humor,Nostalgie,UNKNOWN,UNKNOWN,nicht visuell geprueft; Kanal NexLev-AI-Flag (LIKELY),ENTERTAINMENT,YouTube-Proxy; NexLev get_bulk_video_transcripts + Titel (youtube_channel_shorts) + youtube_video_details/youtube.com-Metadaten,"TRANSKRIPT+METADATEN (kein Video-Watch, Tageslimit 15/15); visuelle Felder UNKNOWN; Trigger/Hook-Typ aus Transkript+Titel abgeleitet; Laenge youtube_video_details; Views gerundet (YouTube-Shorts-Liste via NexLev youtube_channel_shorts); Datum youtube_video_details"
https://www.youtube.com/shorts/kxXVVMNe5SI,Super Labs,Film/Anime/Promi-Edits & Commentary,22229615,2026-09-09,top20,29,UNKNOWN,"[Hook-Typ: Wissensfrage/Kuriositaet; bekannte Figur/IP/Marke: ja] Erzaehler ab 0:00: ""When Iron Man's nanotech armor detects a deep cut, thousands of tiny nanobots...""",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Erzaehler (TTS unbestaetigt),Mainstream-Held + Prozess-Erklaerung Schritt fuer Schritt -> Wunde vollstaendig geheilt (3D-Explainer) | CTA: nein,Wissen,Fantasy,nein (Marvel-Figur),nein,"nicht visuell geprueft; Kanal NexLev-AI-Flag (LIKELY), 3D-What-if-Stil laut M5",ENTERTAINMENT,YouTube-Proxy; NexLev get_bulk_video_transcripts + Titel (youtube_channel_shorts) + youtube_video_details/youtube.com-Metadaten,"TRANSKRIPT+METADATEN (kein Video-Watch, Tageslimit 15/15); visuelle Felder UNKNOWN; Trigger/Hook-Typ aus Transkript+Titel abgeleitet; Laenge Transkript-Ende (ca.); Views exakt (raw_youtube_proxy_top_shorts.csv); Datum CSV"
https://www.youtube.com/shorts/q9bU8i-SQ6Y,Super Labs,Film/Anime/Promi-Edits & Commentary,12008798,2026-09-14,top20,32,UNKNOWN,"[Hook-Typ: Raetsel/Paradox/Regelwelt-Praemisse; bekannte Figur/IP/Marke: ja] Erzaehler ab 0:00: ""If you cut off Deadpool and Wolverine's heads, would their healing powers be powerful enough...""",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Erzaehler (TTS unbestaetigt),"What-if-Frage -> Erklaerung -> Pointe (""Deadpool probably keeps talking"") | CTA: nein",Curiosity,Humor,nein,nein,nicht visuell geprueft; Kanal NexLev-AI-Flag (LIKELY),ENTERTAINMENT,YouTube-Proxy; NexLev get_bulk_video_transcripts + Titel (youtube_channel_shorts) + youtube_video_details/youtube.com-Metadaten,"TRANSKRIPT+METADATEN (kein Video-Watch, Tageslimit 15/15); visuelle Felder UNKNOWN; Trigger/Hook-Typ aus Transkript+Titel abgeleitet; Laenge Transkript-Ende (ca.); Views exakt (raw_youtube_proxy_top_shorts.csv); Datum CSV"
https://www.youtube.com/shorts/jzBG1lrZCqU,Super Labs,Film/Anime/Promi-Edits & Commentary,110000,2026-09-12,bottom50,24,UNKNOWN,"[Hook-Typ: Alltags-/Beschreibungs-Einstieg; bekannte Figur/IP/Marke: nein] Erzaehler ab 0:00 mit Tierfakt ""The grasshopper mouse is a rodent that howls...""; What-if-Frage erst bei 0:05",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Erzaehler (TTS unbestaetigt),Obskurer Tierfakt -> What-if-DNA -> Werwolf-Pointe | CTA: nein,Wissen,Fantasy,nein,nein,nicht visuell geprueft; Kanal NexLev-AI-Flag (LIKELY),ENTERTAINMENT,YouTube-Proxy; NexLev get_bulk_video_transcripts + Titel (youtube_channel_shorts) + youtube_video_details/youtube.com-Metadaten,"TRANSKRIPT+METADATEN (kein Video-Watch, Tageslimit 15/15); visuelle Felder UNKNOWN; Trigger/Hook-Typ aus Transkript+Titel abgeleitet; Laenge youtube_video_details; Views gerundet (YouTube-Shorts-Liste via NexLev youtube_channel_shorts); Datum youtube_video_details"
